name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
American Philosophical Quarterly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.00625,0.00625,0.011011904761904761,0.02053571428571428,0.02529761904761904,0.03029761904761904,0.03029761904761904,0.03029761904761904,0.03556077694235588,0.045100250626566384,0.04894640447272022,0.04894640447272022,0.06501783304414875,0.06137637646151571,0.056614471699610945,0.05661447169961096,0.07536447169961095,0.07536447169961095,0.07962512332868364,0.06939120520002869,0.06554505135387484,0.07323735904618253,0.06240402571284922,0.07470349095349085,0.09575612253243815,0.10742278919910475,0.10631984802263417,0.111583005917371,0.10830919639356147,0.11942030750467254,0.12567030750467253,0.11797799981236483,0.12464466647903145,0.10646284829721334,0.08541021671826604,0.10207688338493273,0.12289136302294175,0.12532051282051257,0.16192765567765538,0.14526098901098877,0.14377289377289354,0.15377289377289355,0.13710622710622694,0.13710622710622694,0.13710622710622694
Analysis,0.0,0.0,0.0,0.022727272727272724,0.05818181818181818,0.048484848484848485,0.05743145743145741,0.06587752525252524,0.05855780022446688,0.052702020202020194,0.06179292929292929,0.06179292929292929,0.06767528223410577,0.058584373143196665,0.03858437314319666,0.03858437314319666,0.02747326203208556,0.014973262032085561,0.02497326203208556,0.031223262032085565,0.02213235294117647,0.02689425770308123,0.025359730848861277,0.025359730848861277,0.025359730848861277,0.035886046638334876,0.04921937997166818,0.05691168766397586,0.04691168766397587,0.04755823938811379,0.05155823938811379,0.05079633462620904,0.05894850853925251,0.06947482432872612,0.0771671320210338,0.0716408162315602,0.05830748289822692,0.05775803234877637,0.06160418619493021,0.05827906304222084,0.05722023951280906,0.05625054254311209,0.04981114860371816,0.046601905984976266,0.04954789616500897,0.051214562831675636,0.05871456283167563,0.05973497099494093,0.06471234656055179,0.07225202910023432,0.0838941859629794,0.09016620851407171,0.08875676524416333,0.090211621897993,0.10072717017949873,0.10349446577698299,0.10579838734561045,0.1050425294468954,0.10574280955894022,0.10386246767859834,0.09240413434526505,0.09529693071508921
Canadian Journal of Philosophy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.029365079365079337,0.036507936507936475,0.04703425229741008,0.059034252297410085,0.059034252297410085,0.06429741019214692,0.08651963241436912,0.10318629908103572,0.1254085213032579,0.1262632221579587,0.11912036501510156,0.12864417453891103,0.11811785874943743,0.12040357303515163,0.12040357303515163,0.1276404151404148,0.11450910200910167,0.0978424353424351,0.0978424353424351,0.08726551226551209,0.10155122655122628,0.09488455988455968,0.14488455988455967,0.1405988455988455,0.1739321789321788,0.1614321789321788,0.1523412698412697,0.1523412698412697,0.14261904761904748,0.1301190476190475,0.1158333333333333,0.1258333333333333,0.08694444444444441,0.08463675213675208,0.051303418803418786,0.051303418803418786,0.051303418803418786
Erkenntnis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111111111111111,0.0311111111111111,0.03825396825396824,0.03825396825396824,0.05643578643578634,0.07310245310245293,0.08560245310245293,0.09086561099718977,0.09086561099718977,0.09995652008809887,0.08884540897698777,0.06884540897698777,0.07079346092503971,0.07746012759170637,0.06516066235106474,0.06992256711296954,0.06651347620387864,0.07077412783295133,0.07077412783295133,0.06668321874204224,0.07382607588489938,0.08686955414576888,0.07777864505485979,0.07980763056210616,0.0882109919066439,0.07233797603362804,0.07277087646652848,0.0685102248374558,0.08184355817078909,0.08101022483745575,0.0888673676945986,0.08582388943372912,0.09758859531608202,0.10427755852678429,0.10051816003054366,0.09496260447498812
Ethics,0.0,0.0,0.03333333333333333,0.025,0.02,0.016666666666666666,0.014285714285714287,0.0125,0.023456790123456778,0.0211111111111111,0.0211111111111111,0.028253968253968243,0.018253968253968238,0.018253968253968238,0.018253968253968238,0.018253968253968238,0.027777777777777755,0.027777777777777755,0.024999999999999988,0.024999999999999988,0.03333333333333332,0.03244047619047618,0.037202380952380945,0.05484943977591035,0.06864254322418614,0.09456846915011205,0.08939248571325904,0.10862325494402825,0.10769732901810232,0.10769732901810232,0.10626054740890692,0.1035819759803355,0.10849749057326943,0.10137674753921364,0.10544078694808064,0.08802549932002707,0.10589989545529274,0.10381198336738065,0.12040457595997325,0.14227957595997326,0.15204969090250192,0.17035326233107337,0.16808325038364205,0.17355693459416843,0.17236645840369225,0.18385582010581988,0.17830026455026432,0.16550523349436372,0.17900523349436373,0.19313023349436373,0.20027309063722093,0.19839809063722086,0.19654623878536903,0.19304623878536906,0.18637957211870246,0.1997129054520358,0.18892859172654566,0.20765768871651216,0.18594716240072262,0.15709001954357976,0.13328049573405595,0.11328049573405596
The Journal of Philosophy,0.0416666666666666,0.0208333333333333,0.04419191919191917,0.06255570409982163,0.06769162210338671,0.08711143947212041,0.07466694811896035,0.08033357960409031,0.08529651520363583,0.09494868186509034,0.09381231822872671,0.1089638333802418,0.11012933454574292,0.10271245475034654,0.10222225867191517,0.09491231715144736,0.10091231715144737,0.09529529587485164,0.09029529587485163,0.07699152647352134,0.07962160080170887,0.07035243859137023,0.062179361668293354,0.06537870539265758,0.06537870539265758,0.059395799409751614,0.05895135496530716,0.057973781647308306,0.05535183042779611,0.05761663879016545,0.06338483286024629,0.07265399507058493,0.0830706617372516,0.08520091128076955,0.08829614937600763,0.0979827590626173,0.10405511048380586,0.11579256222125756,0.11679686638194622,0.12679686638194618,0.13203496162004139,0.1262584464685263,0.1319402646503444,0.14369141672407706,0.14380130683396716,0.1463777963669784,0.14903560367594845,0.14098365562400045,0.1394491287697805,0.12647293829359002,0.12798808980874155,0.12139086758651933,0.10775450395015577,0.08632593252158438,0.09145413764978946,0.083586642825773,0.1005509285400588,0.09146001944914971,0.0871121933621932,0.08294552669552653,0.06476370851370843,0.06198593073593066
Mind,0.0,0.02777777777777775,0.0185185185185185,0.05555555555555537,0.0444444444444443,0.03703703703703692,0.03174603174603164,0.039141414141414047,0.03479236812570138,0.04559884559884544,0.05809884559884544,0.070725108225108,0.07507293431206451,0.06366942554013474,0.06866942554013475,0.0739325834348716,0.08262823560878463,0.07941967945905201,0.07941967945905201,0.0731339651733378,0.07491967945905201,0.06073786127723392,0.056390035190277396,0.05112687729554055,0.06151149268015584,0.056248334785419005,0.056248334785419005,0.07536598184424254,0.08900234548060613,0.08535017156756267,0.07875676497415615,0.08547105068844184,0.09261390783129898,0.09261390783129898,0.08177474699213823,0.09963188984928102,0.09463994137907168,0.07276494137907168,0.05912857774270809,0.06247305934805926,0.06948663400869268,0.06247605199811067,0.06470819485525353,0.06470819485525353,0.06400889415595283,0.05686603701309573,0.06056974071679942,0.06825555152761023,0.08075555152761023,0.08188677324706724,0.07718089089412614,0.08524189307277533,0.08539070259658485,0.09015260735848961,0.09463978684566911,0.08670327890916117,0.0876292048350871,0.10623015873015859,0.0937301587301586,0.0849066293183939,0.08780985512484552,0.08513605833340171
Nous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005263157894736839,0.011929824561403499,0.011929824561403499,0.019622132253711188,0.019622132253711188,0.02628879892037785,0.032955465587044507,0.032955465587044507,0.03883781852822098,0.03883781852822098,0.033574660633484146,0.02690799396681748,0.04119370825253168,0.033501400560223986,0.03826330532212875,0.045882352941176284,0.04356351236146615,0.049445865302642625,0.04882667025620299,0.04882667025620299,0.05835047978001251,0.0759975386035419,0.07750129800203821,0.08356190406264427,0.0902285707293109,0.08107106157180183,0.08602556106624065,0.0896670176488737,0.09297528832556544,0.10206619741647453,0.10792700327728033,0.10400543464982932,0.10449503073306061,0.10468442467245453,0.096112996101026,0.10035979097282086,0.11883524316920321,0.11764476697872703,0.10907333840729846
The Philosophical Quarterly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272624,0.02020202020202011,0.018181818181818098,0.018181818181818098,0.028181818181818096,0.0481818181818181,0.0581818181818181,0.0581818181818181,0.0681818181818181,0.0681818181818181,0.05,0.07857142857142849,0.08626373626373618,0.08626373626373618,0.0762637362637362,0.07054945054945039,0.06054945054945039,0.06964035964035949,0.09600399600399578,0.10509490509490486,0.11509490509490487,0.0936663336663335,0.08597402597402581,0.09311688311688296,0.11186688311688295,0.10869227994227985,0.11369227994227986,0.11460137085137079,0.08258556057469099,0.07784247757073842,0.08322709295535372,0.09036995009821078,0.09536995009821078,0.10251280724106784,0.08376280724106784,0.07265169612995674,0.06765169612995675,0.08373865265169583,0.08739082656473932,0.097328714763497,0.1006940993788817,0.0864083850931675,0.0939083850931675,0.08651922253159124,0.09366207967444837,0.10616207967444838,0.11498560908621307,0.0972319858978073,0.1064733652081521,0.10372611246089938,0.0960872235720105,0.1080872235720105,0.1093803270202863,0.12369589650826955,0.11655303936541243
Philosophical Studies,0.0,0.0625,0.041666666666666664,0.03125,0.025,0.020833333333333332,0.04642857142857143,0.053125000000000006,0.055769230769230765,0.0644780219780219,0.0644780219780219,0.060311355311355216,0.07142246642246633,0.07142246642246633,0.07856532356532346,0.07856532356532346,0.07856532356532346,0.06856532356532345,0.060873015873015766,0.04658730158730157,0.04658730158730157,0.03825396825396824,0.03071428571428571,0.03488095238095237,0.02773809523809523,0.031738095238095225,0.01709523809523808,0.02321768707482991,0.027662131519274345,0.03807879818594095,0.05080607091321365,0.058914179021321754,0.05988820499534773,0.06547763588965667,0.08126710957386717,0.09060044290720046,0.09381472862148618,0.09032385858926278,0.09800062626603043,0.10008395959936385,0.09846779798320224,0.09961894913435339,0.10475091394373756,0.10166148304942861,0.09902990410206021,0.10125212632428242,0.10583859248969593,0.12028018427403482,0.11698250156458741,0.10793077742665638,0.10931966631554528,0.10720326419914317,0.10929055072665736,0.12012388405999071,0.12091947769524161,0.11826714794613771,0.1240747704506749,0.1206379633553312,0.12431443394356649,0.13625077346611286,0.13406005181662825,0.1269171946737711
Philosophy and Phenomenological Research,0.133333333333333,0.0666666666666665,0.044444444444444335,0.03333333333333325,0.0266666666666666,0.022222222222222168,0.019047619047619,0.024479166666666625,0.02175925925925922,0.0195833333333333,0.00625,0.00625,0.01339285714285714,0.02589285714285714,0.02589285714285714,0.02589285714285714,0.02589285714285714,0.02490601503759398,0.02490601503759398,0.030169172932330818,0.030169172932330818,0.030169172932330818,0.030169172932330818,0.027192982456140335,0.027192982456140335,0.0319548872180451,0.0319548872180451,0.03257408226448473,0.037574082264484734,0.03231092436974789,0.04731092436974789,0.05445378151260503,0.05257408226448472,0.05481497862302811,0.059162804709984626,0.05916280470998462,0.07454742009459991,0.08199840048675675,0.08876310636910965,0.09221138223117861,0.0875562098173854,0.09420645612280407,0.09803420731897633,0.09876950143662343,0.10553278646077802,0.11410421503220655,0.10871959964759126,0.11333498426297586,0.11695489376523827,0.12276587716242852,0.12371137215686685,0.12102937981970212,0.1211977299880523,0.1297503615669996,0.132152763969402,0.13044733761281282,0.1353409546340893,0.1173922366853714,0.1020076213007561,0.09274836204149686,0.08145803946085176,0.07034692834974066
Philosophy and Public Affairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00833333333333333,0.00833333333333333,0.00833333333333333,0.020833333333333332,0.026715686274509803,0.026715686274509803,0.032271241830065356,0.04060457516339869,0.04060457516339869,0.04060457516339869,0.05727124183006536,0.07949346405228755,0.09282679738562086,0.08620915032679731,0.09366013071895414,0.10699346405228745,0.11961972667855,0.11897870103752435,0.12731203437085767,0.15458476164358487,0.1379180949769182,0.1323625394213626,0.1281201151789384,0.12223776223776192,0.10890442890442861,0.11779331779331752,0.11961149961149944,0.12441919191919175,0.11608585858585843,0.09547979797979789,0.09964646464646457,0.09474450386215086,0.09815359477124178,0.09815359477124178,0.12037581699346397,0.10926470588235286,0.08926470588235287,0.07676470588235285
Philosophy of Science,0.105263157894736,0.052631578947368,0.05592105263157867,0.041940789473684,0.060825358851674394,0.050687799043062,0.049940191387559625,0.04369766746411467,0.05053827751196149,0.05104000531632089,0.045275594288752045,0.04872387015082101,0.04701932469627555,0.054711632388583245,0.04977092092613268,0.04977092092613268,0.05236832352353528,0.05236832352353528,0.04184200773406168,0.03628645217850613,0.03723883313088708,0.039053715163554964,0.037449437088688656,0.03488533452458608,0.03145284024540988,0.03886024765281728,0.0351656663720291,0.04285797406433679,0.05422161042797309,0.059777165983528634,0.06031288026924292,0.057613824938608636,0.059800853596225535,0.05689487069024264,0.05675991792371092,0.05844341960721261,0.06166181041181031,0.06748301623301613,0.06564318939318933,0.0711987449487449,0.0724487449487449,0.07940845190845186,0.07999453249453244,0.08383291633291627,0.09060947310947305,0.09622444637150505,0.1055577797048384,0.11122234838310571,0.11250934967010698,0.1138982385589959,0.12198265414341139,0.12213626397444058,0.12579697826015485,0.1421244319010413,0.1496226550709062,0.1524606323670879,0.16265110855756398,0.1566309211026253,0.15507936955107376,0.16257936955107377,0.14699495396665824,0.13731753461181956
Proceedings of the Aristotelian Society,0.0,0.0,0.3333333333333333,0.25,0.2,0.20833333333333334,0.17857142857142858,0.15625,0.1388888888888889,0.175,0.175,0.175,0.075,0.095,0.095,0.06999999999999999,0.095,0.095,0.095,0.045,0.095,0.095,0.1283333333333333,0.1583333333333333,0.1583333333333333,0.1983333333333333,0.1899999999999999,0.22333333333333322,0.22333333333333322,0.22333333333333322,0.2133333333333332,0.2133333333333332,0.2133333333333332,0.1633333333333332,0.1633333333333332,0.13166666666666654,0.13166666666666654,0.12333333333333321,0.12333333333333321,0.13999999999999982,0.1090909090909089,0.1090909090909089,0.08575757575757562,0.08575757575757562,0.10114219114219092,0.12008158508158477,0.11250582750582727,0.11058275058275029,0.1405827505827503,0.13820179820179787,0.1541108891108888,0.1541108891108888,0.16718781218781179,0.19385447885447837,0.19096986346986305,0.16369713619713588,0.18793956043956012,0.1711126373626371,0.1877793040293037,0.2034935897435895,0.1999221611721609,0.1999221611721609
Synthese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.0633333333333333,0.0633333333333333,0.07912280701754379,0.07912280701754379,0.07912280701754379,0.0291228070175438,0.0291228070175438,0.0402339181286549,0.04578947368421045,0.04578947368421045,0.03615984405458085,0.04727095516569195,0.03814814814814811,0.04100529100529096,0.043179204048769224,0.05032206119162637,0.05684380032206114,0.04836426815831846,0.048869318663368966,0.0541324765581058,0.05832350969650737,0.06428556931710357,0.06459564683648342,0.07840517064600716,0.09123125760252891,0.09699162626612337,0.10585450252030389,0.11409248879032678,0.1191429938408318,0.12085658013214147,0.11851739884559176,0.10699978366944003,0.11002303948339351,0.104467483927838,0.09661034107069513,0.09396352552065375,0.0832300729267361,0.07902717437601148,0.07624939659823371,0.08333515241218718,0.08660312626839635,0.0964321860974561,0.1023200365647458,0.10931237372949669,0.10216951658663956
The British Journal for the Philosophy of Science,0.0,0.0,0.06666666666666667,0.07777777777777775,0.0622222222222222,0.06574074074074072,0.05634920634920633,0.061805555555555544,0.1054433221099887,0.09489898989898984,0.12823232323232314,0.15323232323232314,0.1532323232323231,0.15640692640692622,0.199264069264069,0.19093073593073567,0.19093073593073567,0.18093073593073566,0.14380952380952364,0.16380952380952363,0.13047619047619033,0.1113585434173668,0.1018848592068404,0.09315470047668176,0.050297557619538955,0.050297557619538955,0.05982136714334848,0.07093247825445959,0.06259914492112624,0.042599144921126236,0.05593247825445954,0.056300125313283066,0.045773809523809474,0.04021825396825392,0.044763708513708464,0.05064606145488493,0.0488145596233831,0.04460000023640993,0.04460000023640993,0.05149655196054785,0.045306075770071695,0.039056075770071697,0.048146984860980784,0.0538612705752665,0.051356632356342566,0.05456518850607519,0.050719034659921336,0.05251813510969644,0.06501813510969644,0.07350619877017381,0.07670816921352348,0.08440047690583116,0.09197623448158868,0.09626194876730296,0.10331204153168143,0.09779256101220093,0.11212822534786518,0.10343257317395213,0.10002348226486124,0.09463886688024595,0.10572261072261054,0.10956876456876434
Journal of Philosophical Logic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133333333333333,0.02102564102564099,0.02816849816849813,0.02816849816849813,0.03993320405085103,0.03993320405085103,0.03993320405085103,0.03993320405085103,0.03993320405085103,0.055317819435466334,0.041984486102133026,0.03429217840982533,0.027149321266968195,0.027149321266968195,0.015384615384615299,0.015384615384615299,0.015384615384615299,0.015384615384615299,0.032051282051281896,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.023333333333333258,0.023333333333333258,0.02921568627450973,0.02921568627450973,0.02921568627450973,0.02921568627450973,0.02588235294117643,0.02588235294117643,0.04352941176470583,0.05405572755417942,0.05193451543296731,0.07501143850989031,0.07627194271157098,0.09627194271157098,0.10153510060630781,0.10153510060630781,0.1024874815586887,0.1024874815586887
The Philosophical Review,0.0,0.0,0.0,0.01666666666666665,0.013333333333333319,0.0198830409356725,0.025445967860828526,0.02770000448692061,0.039773741362111203,0.035796367225900086,0.04412970055923342,0.05001205350040988,0.05417872016707655,0.04751205350040989,0.051512053500409896,0.04624889560567305,0.04036654266449658,0.036018716577540064,0.02238235294117646,0.02238235294117646,0.018810924369747888,0.02403968253968252,0.02820634920634919,0.03820634920634919,0.0342063492063492,0.0484920634920634,0.059603174603174505,0.06395100069013102,0.0698333536313075,0.07459525839321225,0.08983335363130748,0.10372224252019638,0.12038890918686304,0.13038890918686305,0.13038890918686305,0.11610319490114884,0.11749208379003775,0.12223516679399031,0.11635281385281385,0.12825757575757568,0.1368290043290042,0.12235532011847779,0.10291087567403334,0.10055793449756274,0.11305793449756274,0.12075024218987043,0.11594254988217811,0.11796275190238012,0.13939132333095153,0.1352246566642849,0.12973015116977943,0.1303149464914169,0.13245169862816905,0.12480463980463967,0.12230463980463968,0.144612332112332,0.14601093351093336,0.14259213009212995,0.13366355866355856,0.12116355866355855,0.09808663558663556,0.08697552447552447
median,0.0,0.0,0.0,0.019696969696969685,0.01666666666666666,0.018274853801169583,0.016666666666666642,0.023603219696969623,0.022608024691358,0.0203472222222222,0.0196464646464646,0.02821789321789317,0.04760057143904682,0.04875602675020495,0.044177647034664674,0.04241663437443485,0.03407216022113717,0.031898247177658906,0.024986631016042773,0.03069621748220819,0.03175125313283207,0.0313048245614035,0.030233395989974928,0.0325892857142857,0.03087522964651446,0.037373147145576074,0.04544486215538841,0.04799032838506515,0.05158400745034666,0.052587439089139626,0.05837433335251463,0.058264001979965195,0.05984452929578663,0.07241964801416853,0.07921712079745048,0.08110534195168731,0.0833439432738631,0.0773816709329142,0.08100023270764609,0.08483575491144249,0.08298069023169628,0.09271885686266648,0.0913746010118495,0.09180000555000536,0.09481968860576663,0.10140167643775436,0.10569818609726717,0.11227866632304079,0.1107068892872678,0.11196063902119471,0.1078912573063793,0.10190680263491915,0.10695829181230207,0.1114563061817467,0.10365873809075538,0.10548419797060635,0.10896330634673781,0.10423755131042377,0.10387521542984815,0.10677113220456858,0.10410504614064961,0.10232849907266413
q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003125,0.003125,0.003125,0.0055059523809523805,0.009405462184873944,0.01201984126984126,0.01934653209109729,0.023192685937251135,0.026276356652500804,0.03055158730158728,0.0335602767950371,0.03436696315953279,0.03909358615240964,0.03820105820105818,0.04905849764148077,0.054885800474035684,0.051448071728055544,0.05582938947254462,0.05701557987688814,0.05880311215859861,0.05998464665501861,0.06193428052519111,0.06294487775601688,0.062438542530454236,0.06732364817987871,0.0661993095555401,0.06561083552956609,0.06617994549260514,0.07338583321824661,0.07209225837204022,0.07869398997377183,0.08854906243753989,0.08091330654970602,0.08395616715665394,0.08736510721911757,0.08778821261616887,0.09296988000112122,0.0901821146282413,0.0959358863717382,0.09072389138565601,0.09935226165565028,0.09610010983651825,0.09880603879047163,0.09808698374327687,0.09083442011380896,0.0860557914044631
q3,0.0,0.005208333333333325,0.04229797979797979,0.03548519736842094,0.04787878787878777,0.03989898989898981,0.04730647641831848,0.046054500598086,0.051846015826278805,0.05145550903774572,0.05902236652236641,0.06068174880674873,0.0686120782811959,0.05985563624243118,0.06080372002139726,0.06863636363636356,0.07077769452769443,0.06464133089133084,0.06714285714285709,0.05322396748381063,0.07597046134867495,0.063141505605768,0.04218458661408584,0.052057517915633,0.053101041384693175,0.05178525191100897,0.05911430987477399,0.06569637008121315,0.06440769709867156,0.06741218938141462,0.06791224888764924,0.08573319611992365,0.09525700564373317,0.09480461775827764,0.09450940498491249,0.09839504175928322,0.09699373365525524,0.09369588978379226,0.10258867316272627,0.1103459912980035,0.11172311348781919,0.1104454573204571,0.1033708852414594,0.10270973791714742,0.11195173806241893,0.11937764165102004,0.11681198928780172,0.1207695787649666,0.12333133069201149,0.12510173443267109,0.12478055156983553,0.12270699596062838,0.12234754205607794,0.12604107024522965,0.1265201465201463,0.1339885862376926,0.13782096322831416,0.12612650503953088,0.1266517151235645,0.12493536236419713,0.12609204631471616,0.11409863164189508
