name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Median,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425724637681159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03959627329192545,0.0464743589743589,0.05964912280701749,0.0519568151147098,0.08193979933110365,0.0769230769230769,0.0588235294117647,0.0217391304347826,0.07019704433497534,0.0762548262548262,0.0714285714285714,0.0589244851258581,0.0454545454545454,0.08421985815602835,0.07179487179487175,0.07019704433497534,0.09307359307359306,0.073345259391771,0.133928571428571,0.0917508417508417,0.0871212121212121,0.0952380952380952,0.113247863247863,0.122222222222222,0.0909090909090909,0.1096096096096095,0.088235294117647,0.1180555555555555,0.12916666666666649,0.07417582417582415,0.0944940476190476,0.102631578947368,0.1125,0.116963064295485,0.1328125,0.08257918552036195,0.0976190476190476,0.09615384615384615,0.05729166666666665,0.0
American Philosophical Quarterly,,,,,,,,,,,,,,,0.0,0.0,0.0625,0.0,0.0,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.05,0.0,0.0,0.0526315789473684,0.157894736842105,0.0384615384615384,0.0,0.208333333333333,0.0588235294117647,0.0,0.05,0.1875,0.0,0.0952380952380952,0.0555555555555555,0.0,0.0769230769230769,0.1,0.181818181818181,0.210526315789473,0.166666666666666,0.176470588235294,0.0526315789473684,0.0625,0.166666666666666,0.0625,0.0,0.166666666666666,0.0,0.0,0.333333333333333,0.384615384615384,0.0769230769230769,0.428571428571428,0.0,0.0476190476190476,0.1,,,
Analysis,0.0,0.0,0.0,0.0909090909090909,0.2,0.0,0.111111111111111,0.125,0.0,0.0,0.0909090909090909,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.1,0.0625,0.0,0.0476190476190476,0.0434782608695652,0.0,0.0,0.105263157894736,0.133333333333333,0.0769230769230769,0.0,0.0689655172413793,0.04,0.04,0.125,0.105263157894736,0.0769230769230769,0.05,0.0,0.0714285714285714,0.0384615384615384,0.0357142857142857,0.0294117647058823,0.0303030303030303,0.0606060606060606,0.073170731707317,0.106382978723404,0.0666666666666666,0.075,0.0816326530612244,0.088235294117647,0.111111111111111,0.145833333333333,0.0930232558139534,0.0465116279069767,0.087719298245614,0.211538461538461,0.0943396226415094,0.0980392156862745,0.074074074074074,0.0952380952380952,0.0923076923076923,0.03125,0.121951219512195
Canadian Journal of Philosophy,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.222222222222222,0.0714285714285714,0.0714285714285714,0.105263157894736,0.12,0.0,0.0526315789473684,0.222222222222222,0.166666666666666,0.222222222222222,0.23076923076923,0.0,0.166666666666666,0.0,0.142857142857142,0.0,0.125,0.0909090909090909,0.0,0.222222222222222,0.125,0.142857142857142,0.1,0.5,0.1,0.333333333333333,0.0,0.0,0.0,0.125,0.0,0.0,0.2,0.111111111111111,0.0769230769230769,,,
Erkenntnis,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.111111111111111,0.2,0.0714285714285714,0.0,0.181818181818181,0.166666666666666,0.125,0.0526315789473684,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0666666666666666,0.0588235294117647,0.214285714285714,0.0909090909090909,0.0952380952380952,0.0,0.05,0.0714285714285714,0.130434782608695,0.0,0.0869565217391304,0.142857142857142,0.0555555555555555,0.0952380952380952,0.0526315789473684,0.133333333333333,0.0416666666666666,0.15,0.1,0.117647058823529,0.153846153846153,0.105263157894736,
Ethics,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.111111111111111,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0625,0.0476190476190476,0.176470588235294,0.137931034482758,0.259259259259259,0.0434782608695652,0.192307692307692,0.074074074074074,0.0,0.0689655172413793,0.0357142857142857,0.0967741935483871,0.105263157894736,0.178571428571428,0.0851063829787234,0.222222222222222,0.171428571428571,0.24,0.21875,0.166666666666666,0.21875,0.074074074074074,0.16,0.166666666666666,0.2,0.166666666666666,0.0434782608695652,0.375,0.36,0.238095238095238,0.2,0.0555555555555555,0.125,0.1,0.333333333333333,0.0588235294117647,0.23076923076923,0.157894736842105,0.0714285714285714,,
The Journal of Philosophy,0.0416666666666666,0.0,0.0909090909090909,0.117647058823529,0.088235294117647,0.184210526315789,0.0,0.12,0.125,0.181818181818181,0.0303030303030303,0.151515151515151,0.102564102564102,0.0434782608695652,0.0833333333333333,0.111111111111111,0.06,0.0638297872340425,0.075,0.048780487804878,0.0566037735849056,0.0588235294117647,0.0208333333333333,0.0754716981132075,0.0833333333333333,0.0512820512820512,0.0555555555555555,0.054054054054054,0.048780487804878,0.0714285714285714,0.114285714285714,0.151515151515151,0.125,0.0967741935483871,0.114285714285714,0.148148148148148,0.116279069767441,0.171428571428571,0.0588235294117647,0.171428571428571,0.166666666666666,0.09375,0.181818181818181,0.214285714285714,0.115384615384615,0.17391304347826,0.142857142857142,0.0909090909090909,0.0434782608695652,0.0416666666666666,0.181818181818181,0.0277777777777777,0.0454545454545454,0.0,0.166666666666666,0.0952380952380952,0.3125,,,,,
Mind,0.0,0.0555555555555555,0.0,0.166666666666666,0.0,0.0,0.0,0.0909090909090909,0.0,0.142857142857142,0.125,0.181818181818181,0.0434782608695652,0.0526315789473684,0.05,0.0526315789473684,0.0869565217391304,0.0588235294117647,0.0,0.08,0.142857142857142,0.04,0.0,0.0,0.153846153846153,0.0,0.0869565217391304,0.25,0.136363636363636,0.0434782608695652,0.0769230769230769,0.107142857142857,0.0714285714285714,0.0,0.0454545454545454,0.178571428571428,0.037037037037037,0.03125,0.0,0.0769230769230769,0.147058823529411,0.037037037037037,0.09375,0.0,0.0384615384615384,0.107142857142857,0.074074074074074,0.108108108108108,0.125,0.088235294117647,0.1,0.117647058823529,0.0952380952380952,0.0476190476190476,0.0833333333333333,0.0277777777777777,0.0833333333333333,0.294117647058823,0.0,0.0,0.129032258064516,0.0909090909090909
Nous,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0666666666666666,0.0,0.0769230769230769,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0588235294117647,0.0,0.0,0.0,0.142857142857142,0.0,0.0476190476190476,0.142857142857142,0.0434782608695652,0.0588235294117647,0.0526315789473684,0.0,0.0952380952380952,0.176470588235294,0.157894736842105,0.0606060606060606,0.114285714285714,0.0512820512820512,0.0930232558139534,0.0952380952380952,0.0857142857142857,0.0909090909090909,0.153846153846153,0.137254901960784,0.162790697674418,0.0625,0.0285714285714285,0.09375,0.277777777777777,0.0833333333333333,
The Philosophical Quarterly,,0.0,0.0,0.0,0.0,0.0,0.0,0.181818181818181,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.285714285714285,0.0769230769230769,0.0,0.0,0.142857142857142,0.0,0.0909090909090909,0.363636363636363,0.0909090909090909,0.1,0.0714285714285714,0.0,0.0714285714285714,0.1875,0.111111111111111,0.05,0.1,0.0434782608695652,0.0434782608695652,0.153846153846153,0.142857142857142,0.05,0.142857142857142,0.0,0.0,0.0,0.260869565217391,0.08,0.142857142857142,0.1875,0.0,0.125,0.0689655172413793,0.0714285714285714,0.125,0.088235294117647,0.0833333333333333,0.172413793103448,0.115384615384615,0.111111111111111,0.12,0.137931034482758,0.212121212121212,
